E28011700000020B049E9C40            06:14:39.727                      PM                     -69                       1                       2                  914750                     154
E28011700000020B049E9C40            06:14:39.760                      PM                     -69                       1                       2                  914750                     154
E28011700000020B049E9C40            06:14:39.792                      PM                     -68                       1                       2                  914750                     157
E28011700000020B049E9C40            06:14:39.826                      PM                     -69                       1                       2                  914750                     160
E28011700000020B049E9C40            06:14:39.860                      PM                     -68                       1                       2                  914750                     157
E28011700000020B049E9C40            06:14:39.879                      PM                     -75                       1                       2                  908750                     129
E28011700000020B049E9C40            06:14:40.021                      PM                     -74                       1                       2                  908750                     140
E28011700000020B049E9C40            06:14:40.495                      PM                     -69                       1                       2                  915750                     132
E28011700000020B049E9C40            06:14:40.528                      PM                     -69                       1                       2                  915750                     132
E28011700000020B049E9C40            06:14:40.562                      PM                     -69                       1                       2                  915750                     135
E28011700000020B049E9C40            06:14:40.595                      PM                     -69                       1                       2                  915750                     135
E28011700000020B049E9C40            06:14:40.628                      PM                     -69                       1                       2                  915750                     132
E28011700000020B049E9C40            06:14:40.662                      PM                     -69                       1                       2                  915750                     140
E28011700000020B049E9C40            06:14:40.695                      PM                     -69                       1                       2                  915750                     137
E28011700000020B049E9C40            06:14:40.726                      PM                     -69                       1                       2                  915750                     137
E28011700000020B049E9C40            06:14:40.760                      PM                     -69                       1                       2                  915750                     135
E28011700000020B049E9C40            06:14:40.794                      PM                     -69                       1                       2                  915750                     135
E28011700000020B049E9C40            06:14:40.826                      PM                     -70                       1                       2                  915750                     132
E28011700000020B049E9C40            06:14:40.861                      PM                     -69                       1                       2                  915750                     132
E28011700000020B049E9C40            06:14:40.877                      PM                     -73                       1                       2                  910250                      78
E28011700000020B049E9C40            06:14:40.910                      PM                     -73                       1                       2                  910250                      90
E28011700000020B049E9C40            06:14:40.944                      PM                     -74                       1                       2                  910250                      78
E28011700000020B049E9C40            06:14:40.975                      PM                     -74                       1                       2                  910250                      42
E28011700000020B049E9C40            06:14:41.008                      PM                     -74                       1                       2                  910250                      73
E28011700000020B049E9C40            06:14:41.057                      PM                     -73                       1                       2                  910250                      70
E28011700000020B049E9C40            06:14:41.094                      PM                     -74                       1                       2                  910250                      50
E28011700000020B049E9C40            06:14:41.129                      PM                     -72                       1                       2                  910250                      56
E28011700000020B049E9C40            06:14:41.162                      PM                     -73                       1                       2                  910250                      81
E28011700000020B049E9C40            06:14:41.194                      PM                     -74                       1                       2                  910250                      64
E28011700000020B049E9C40            06:14:41.228                      PM                     -73                       1                       2                  910250                      45
E28011700000020B049E9C40            06:14:41.264                      PM                     -66                       1                       2                  903250                      90
E28011700000020B049E9C40            06:14:41.298                      PM                     -66                       1                       2                  903250                      84
E28011700000020B049E9C40            06:14:41.330                      PM                     -66                       1                       2                  903250                      78
E28011700000020B049E9C40            06:14:41.363                      PM                     -66                       1                       2                  903250                      92
E28011700000020B049E9C40            06:14:41.397                      PM                     -66                       1                       2                  903250                      84
E28011700000020B049E9C40            06:14:41.431                      PM                     -66                       1                       2                  903250                      87
E28011700000020B049E9C40            06:14:41.465                      PM                     -66                       1                       2                  903250                      81
E28011700000020B049E9C40            06:14:41.497                      PM                     -66                       1                       2                  903250                      84
